age,screen_time,social_media,gaming,short_video,phone_unlocks,notifications,night_usage,sleep,focus_time,exercise,stress,productivity,entertainment_hours,total_recreational_screen_time,night_usage_ratio,focus_to_screen_ratio,sleep_deficit_indicator,usage_intensity,risk_level,wellbeing_score
44,14.8,7.4,3.0,4.5,91,167,3.3,4.3,1.2,18,7,5,7.5,14.9,0.223,0.081,3.2,107.7,High,34.2
38,8.3,3.1,5.5,1.9,54,191,4.5,5.4,5.9,40,3,7,7.4,10.5,0.542,0.711,2.1,73.1,Moderate,73.8
18,10.1,0.5,0.9,1.8,131,70,1.4,7.8,7.4,119,5,4,2.7,3.2,0.139,0.733,0.0,138.0,Low,76.6
27,12.5,0.2,3.9,5.0,184,38,4.5,4.8,0.3,33,3,5,8.9,9.1,0.36,0.024,2.7,187.8,High,46.2
41,3.6,6.6,1.4,0.4,161,139,0.7,6.0,3.2,21,10,1,1.8,8.4,0.194,0.889,1.5,174.9,Moderate,48.6
31,8.5,4.2,0.9,5.3,19,343,3.3,5.7,8.0,51,4,4,6.2,10.4,0.388,0.941,1.8,53.3,Low,72.4
34,7.0,6.2,4.1,1.5,82,244,2.7,8.4,5.9,114,8,3,5.6,11.8,0.386,0.843,0.0,106.4,High,67.5
20,3.2,1.9,3.6,3.6,57,85,2.5,9.2,7.6,90,3,2,7.2,9.1,0.781,1.0,0.0,65.5,Low,86.7
37,6.5,2.8,4.5,5.6,172,160,1.6,7.9,1.3,5,3,2,10.1,12.9,0.246,0.2,0.0,188.0,High,59.9
40,2.0,0.2,1.9,4.1,191,208,2.5,5.4,1.8,73,8,8,6.0,6.2,1.0,0.9,2.1,211.8,Moderate,67.3
44,1.4,7.7,2.7,2.5,96,177,0.8,6.0,1.2,108,10,1,5.2,12.9,0.571,0.857,1.5,113.7,Moderate,52.1
29,3.0,5.3,2.4,4.1,120,117,1.8,4.0,2.4,94,10,8,6.5,11.8,0.6,0.8,3.5,131.7,Moderate,61.8
43,15.4,7.5,5.9,2.1,25,177,0.5,4.2,5.8,24,7,9,8.0,15.5,0.032,0.377,3.3,42.7,Moderate,55.8
20,9.2,2.1,1.8,1.7,62,265,2.9,4.2,1.3,65,7,6,3.5,5.6,0.315,0.141,3.3,88.5,Moderate,60.6
30,15.5,4.9,1.8,6.0,49,255,0.5,3.9,4.2,9,10,1,7.8,12.7,0.032,0.271,3.6,74.5,Moderate,35.4
32,7.5,5.4,2.1,4.5,109,52,0.8,4.3,2.2,73,2,10,6.6,12.0,0.107,0.293,3.2,114.2,Moderate,73.7
29,5.7,2.5,3.4,3.9,29,260,0.4,4.4,6.6,25,7,7,7.3,9.8,0.07,1.0,3.1,55.0,Moderate,75.8
35,8.6,6.8,1.5,2.1,78,349,1.9,3.8,0.1,4,10,5,3.6,10.4,0.221,0.012,3.7,112.9,High,36.6
20,7.6,7.6,5.5,0.3,54,294,4.2,7.5,1.8,85,10,9,5.8,13.4,0.553,0.237,0.0,83.4,High,58.7
27,2.6,7.1,1.6,0.2,15,90,4.5,9.9,4.8,67,3,7,1.8,8.9,1.0,1.0,0.0,24.0,Low,80.4
31,10.6,5.9,5.4,3.3,186,332,0.4,9.2,0.8,118,7,5,8.7,14.6,0.038,0.075,0.0,219.2,High,55.5
41,4.2,2.2,0.6,4.6,48,235,3.2,3.3,3.7,97,4,2,5.2,7.4,0.762,0.881,4.2,71.5,Moderate,71.0
41,10.3,2.3,3.9,3.2,111,98,3.4,6.0,3.5,70,8,4,7.1,9.4,0.33,0.34,1.5,120.8,Moderate,58.2
31,10.8,7.7,5.4,5.0,139,188,2.7,9.0,6.8,49,8,2,10.4,18.1,0.25,0.63,0.0,157.8,High,53.7
36,3.3,0.1,1.0,0.2,116,317,3.3,3.9,5.0,16,6,9,1.2,1.3,1.0,1.0,3.6,147.7,Low,71.8
22,1.9,5.7,5.8,2.2,48,199,1.2,8.9,5.1,10,3,2,8.0,13.7,0.632,1.0,0.0,67.9,Low,74.8
19,12.7,5.6,2.7,1.4,127,135,2.4,7.1,7.6,52,6,2,4.1,9.7,0.189,0.598,0.4,140.5,High,57.9
16,7.9,5.0,5.7,2.7,158,279,2.0,9.5,7.9,49,6,2,8.4,13.4,0.253,1.0,0.0,185.9,Moderate,66.6
20,1.9,7.9,4.1,0.4,177,279,0.4,9.1,5.2,7,3,1,4.5,12.4,0.211,1.0,0.0,204.9,High,63.7
38,15.9,2.5,1.8,5.7,91,24,3.1,7.7,4.2,91,4,9,7.5,10.0,0.195,0.264,0.0,93.4,Low,71.5
41,1.9,2.7,1.1,1.3,63,316,2.5,7.6,4.9,107,2,8,2.4,5.1,1.0,1.0,0.0,94.6,Low,91.3
25,11.4,0.6,1.8,5.5,119,127,1.4,4.5,3.1,119,1,2,7.3,7.9,0.123,0.272,3.0,131.7,High,61.8
37,15.8,3.5,0.6,2.6,21,136,2.4,3.8,7.9,96,2,2,3.2,6.7,0.152,0.5,3.7,34.6,Moderate,58.8
20,4.6,2.1,0.9,5.9,174,32,3.9,5.9,5.6,115,7,5,6.8,8.9,0.848,1.0,1.6,177.2,Moderate,70.4
19,3.1,2.7,0.6,3.3,119,161,4.0,4.3,2.3,61,10,4,3.9,6.6,1.0,0.742,3.2,135.1,Moderate,55.7
17,2.8,6.7,2.5,5.6,47,207,3.2,3.7,0.5,88,5,2,8.1,14.8,1.0,0.179,3.8,67.7,Moderate,57.0
35,5.5,7.5,4.8,0.0,152,300,2.3,5.1,0.4,84,9,8,4.8,12.3,0.418,0.073,2.4,182.0,High,53.8
25,2.5,1.5,0.8,4.5,16,134,2.9,9.0,1.6,75,3,8,5.3,6.8,1.0,0.64,0.0,29.4,Low,86.4
41,11.4,3.0,0.8,5.4,87,255,1.9,3.1,1.9,89,2,4,6.2,9.2,0.167,0.167,4.4,112.5,Moderate,58.8
34,1.9,7.4,3.9,0.8,187,29,0.6,5.0,3.3,28,4,4,4.7,12.1,0.316,1.0,2.5,189.9,Moderate,61.8
41,8.6,0.5,1.2,0.6,74,218,1.9,6.0,1.7,101,2,9,1.8,2.3,0.221,0.198,1.5,95.8,Low,78.0
16,16.0,0.7,0.6,2.5,111,271,2.7,6.6,5.0,98,7,4,3.1,3.8,0.169,0.312,0.9,138.1,Moderate,57.8
39,13.2,1.3,1.0,5.6,110,69,3.0,4.3,1.7,100,10,10,6.6,7.9,0.227,0.129,3.2,116.9,High,53.2
20,10.2,4.8,5.5,3.3,53,161,4.7,9.7,1.5,109,6,9,8.8,13.6,0.461,0.147,0.0,69.1,Moderate,66.4
28,5.6,1.2,4.9,3.2,40,290,3.9,7.1,3.8,43,8,3,8.1,9.3,0.696,0.679,0.4,69.0,Moderate,66.5
19,10.4,7.7,2.1,0.8,180,35,0.8,6.7,7.1,108,5,2,2.9,10.6,0.077,0.683,0.8,183.5,Moderate,60.8
31,8.9,3.6,3.9,0.0,86,21,0.9,3.1,3.7,44,2,8,3.9,7.5,0.101,0.416,4.4,88.1,Low,70.7
39,7.4,4.0,3.2,4.9,57,177,0.5,6.4,3.3,28,4,3,8.1,12.1,0.068,0.446,1.1,74.7,Moderate,69.7
31,3.0,2.0,4.1,0.5,91,49,3.7,8.9,4.6,112,1,2,4.6,6.6,1.0,1.0,0.0,95.9,Moderate,79.8
38,14.3,3.8,4.1,3.8,136,101,3.5,4.5,2.1,87,2,8,7.9,11.7,0.245,0.147,3.0,146.1,High,56.8
17,7.7,5.3,3.8,5.5,198,50,4.9,5.5,2.8,58,4,8,9.3,14.6,0.636,0.364,2.0,203.0,High,61.6
32,3.9,6.0,1.6,1.3,93,255,2.6,3.1,1.7,14,6,5,2.9,8.9,0.667,0.436,4.4,118.5,Moderate,53.9
43,6.5,6.0,0.2,4.0,19,167,4.1,9.8,4.6,69,4,9,4.2,10.2,0.631,0.708,0.0,35.7,Low,81.8
42,7.2,4.6,2.7,0.5,38,196,2.9,3.5,5.6,95,4,6,3.2,7.8,0.403,0.778,4.0,57.6,Moderate,73.7
35,13.4,7.2,5.3,3.6,57,54,4.4,9.3,5.4,43,10,5,8.9,16.1,0.328,0.403,0.0,62.4,Moderate,49.7
39,12.0,6.5,3.4,1.0,199,42,3.6,5.2,2.0,97,10,3,4.4,10.9,0.3,0.167,2.3,203.2,High,34.5
27,12.5,6.1,5.0,4.4,125,125,3.2,7.1,6.2,35,2,7,9.4,15.5,0.256,0.496,0.4,137.5,High,64.9
33,1.2,0.4,5.9,1.8,22,116,2.8,7.8,2.0,83,9,9,7.7,8.1,1.0,1.0,0.0,33.6,Low,78.5
18,7.2,0.1,1.0,2.8,181,249,3.6,4.0,1.2,56,10,4,3.8,3.9,0.5,0.167,3.5,205.9,High,46.2
43,8.2,1.7,4.2,3.6,56,246,2.1,6.1,2.8,116,8,7,7.8,9.5,0.256,0.341,1.4,80.6,Moderate,70.5
16,1.3,5.3,4.0,1.0,112,119,0.5,5.3,4.8,63,8,3,5.0,10.3,0.385,1.0,2.2,123.9,Moderate,67.7
16,4.9,3.3,5.9,4.4,100,74,0.2,3.4,1.1,75,5,2,10.3,13.6,0.041,0.224,4.1,107.4,High,63.2
44,12.4,3.2,5.9,1.8,62,214,2.4,8.8,5.2,98,3,1,7.7,10.9,0.194,0.419,0.0,83.4,Moderate,69.1
34,3.1,7.1,4.1,4.0,101,27,3.0,3.3,6.9,112,6,6,8.1,15.2,0.968,1.0,4.2,103.7,Moderate,68.4
26,9.0,7.2,1.5,0.9,86,334,0.4,7.6,2.3,37,9,5,2.4,9.6,0.044,0.256,0.0,119.4,Moderate,55.8
20,4.2,7.3,4.8,4.1,53,147,1.4,5.2,3.6,119,8,2,8.9,16.2,0.333,0.857,2.3,67.7,Moderate,62.4
27,1.2,2.5,0.6,0.8,165,51,1.6,4.3,1.8,16,7,3,1.4,3.9,1.0,1.0,3.2,170.1,Low,55.4
18,4.6,5.5,4.7,2.6,11,112,2.8,7.7,2.9,26,8,9,7.3,12.8,0.609,0.63,0.0,22.2,Moderate,70.9
16,15.6,2.2,5.5,1.5,110,26,1.4,7.0,0.2,16,4,3,7.0,9.2,0.09,0.013,0.5,112.6,Moderate,49.8
16,13.0,1.5,2.3,4.5,66,277,0.5,5.2,7.6,62,6,7,6.8,8.3,0.038,0.585,2.3,93.7,Moderate,73.6
23,15.4,1.5,3.8,1.6,66,239,0.8,6.6,3.3,10,5,1,5.4,6.9,0.052,0.214,0.9,89.9,Moderate,52.9
25,8.3,2.7,2.6,5.3,43,259,0.9,4.7,6.3,63,2,7,7.9,10.6,0.108,0.759,2.8,68.9,Moderate,83.4
26,2.6,3.4,2.6,5.4,67,125,4.2,9.0,1.1,118,8,9,8.0,11.4,1.0,0.423,0.0,79.5,Moderate,73.4
27,9.2,6.6,1.9,1.2,189,55,1.4,5.2,6.5,38,3,8,3.1,9.7,0.152,0.707,2.3,194.5,Low,67.7
44,7.8,1.0,4.6,3.7,166,64,3.6,4.7,6.9,1,5,7,8.3,9.3,0.462,0.885,2.8,172.4,Moderate,63.4
28,13.7,5.9,5.6,0.5,44,317,2.8,8.3,5.7,114,8,10,6.1,12.0,0.204,0.416,0.0,75.7,Moderate,69.4
27,2.5,4.3,5.6,2.3,84,328,4.9,3.1,7.2,65,9,8,7.9,12.2,1.0,1.0,4.4,116.8,Moderate,66.2
29,8.3,2.3,1.0,4.3,185,28,1.4,4.9,1.3,53,9,4,5.3,7.6,0.169,0.157,2.6,187.8,High,51.9
17,3.3,3.9,5.2,4.0,42,106,0.8,5.6,3.8,28,5,2,9.2,13.1,0.242,1.0,1.9,52.6,Moderate,71.2
44,5.9,2.4,4.4,3.7,124,196,0.3,9.2,5.0,44,2,9,8.1,10.5,0.051,0.847,0.0,143.6,Low,89.0
34,12.1,4.8,1.5,1.7,84,149,1.2,9.7,4.8,87,7,3,3.2,8.0,0.099,0.397,0.0,98.9,Moderate,64.6
33,8.1,3.5,0.4,2.3,82,214,3.4,8.0,6.9,87,7,4,2.7,6.2,0.42,0.852,0.0,103.4,Moderate,72.2
18,6.6,1.3,1.6,0.6,87,30,0.4,6.4,1.7,79,8,7,2.2,3.5,0.061,0.258,1.1,90.0,Moderate,72.0
38,6.9,0.9,5.5,4.3,18,325,1.2,7.5,1.4,30,8,2,9.8,10.7,0.174,0.203,0.0,50.5,Moderate,62.5
32,7.9,4.4,3.8,3.0,57,141,4.3,5.9,2.0,48,5,8,6.8,11.2,0.544,0.253,1.6,71.1,High,66.6
41,12.8,7.2,4.3,4.3,76,254,2.9,5.1,7.1,106,1,10,8.6,15.8,0.227,0.555,2.4,101.4,Moderate,70.1
23,14.4,2.8,1.5,1.5,173,50,0.3,9.7,7.5,8,4,8,3.0,5.8,0.021,0.521,0.0,178.0,Low,68.2
44,15.3,5.9,4.3,1.9,128,243,0.2,3.8,4.6,26,4,5,6.2,12.1,0.013,0.301,3.7,152.3,High,51.5
41,12.8,5.3,0.2,2.0,181,172,0.3,5.4,4.0,55,3,9,2.2,7.5,0.023,0.312,2.1,198.2,Moderate,65.8
25,5.7,7.5,2.3,0.2,197,231,4.7,9.3,4.8,104,8,8,2.5,10.0,0.825,0.842,0.0,220.1,Low,63.0
41,11.3,6.6,3.8,2.0,142,111,4.2,8.1,4.9,77,3,1,5.8,12.4,0.372,0.434,0.0,153.1,Moderate,57.4
17,7.6,4.5,0.9,4.8,128,148,4.2,3.2,1.4,44,5,9,5.7,10.2,0.553,0.184,4.3,142.8,High,57.8
34,4.8,5.3,4.9,5.4,95,216,4.6,3.2,5.5,88,2,5,10.3,15.6,0.958,1.0,4.3,116.6,High,68.3
24,13.6,7.2,1.4,3.1,115,61,2.5,6.6,3.6,42,6,9,4.5,11.7,0.184,0.265,0.9,121.1,Moderate,57.8
22,1.6,3.2,3.9,2.7,85,247,1.2,6.4,4.1,107,6,9,6.6,9.8,0.75,1.0,1.1,109.7,Low,85.5
19,14.5,2.6,2.4,0.2,49,213,2.0,6.1,0.2,21,8,10,2.6,5.2,0.138,0.014,1.4,70.3,Moderate,54.1
41,7.9,0.1,3.6,5.3,28,37,3.6,5.1,6.1,98,8,10,8.9,9.0,0.456,0.772,2.4,31.7,Moderate,77.2
36,10.6,6.6,0.6,0.1,56,262,4.4,9.9,6.7,32,1,3,0.7,7.3,0.415,0.632,0.0,82.2,High,63.4
33,10.9,6.4,0.1,5.7,74,295,2.2,4.9,5.0,26,5,8,5.8,12.2,0.202,0.459,2.6,103.5,High,63.1
28,14.4,0.8,5.5,2.9,155,146,2.7,6.4,6.0,39,2,7,8.4,9.2,0.188,0.417,1.1,169.6,Moderate,66.9
26,10.6,4.6,1.6,2.1,187,94,4.7,5.8,4.2,25,10,7,3.7,8.3,0.443,0.396,1.7,196.4,High,44.2
44,10.2,3.7,4.9,5.5,39,81,0.5,4.2,4.9,82,5,10,10.4,14.1,0.049,0.48,3.3,47.1,Moderate,78.4
39,2.0,0.9,6.0,0.1,135,307,4.3,4.4,3.2,44,10,2,6.1,7.0,1.0,1.0,3.1,165.7,High,52.0
19,8.8,7.8,1.3,3.5,75,205,0.8,9.4,6.3,102,9,2,4.8,12.6,0.091,0.716,0.0,95.5,Moderate,62.8
40,3.3,1.7,1.6,3.3,14,197,2.4,9.0,3.7,44,4,2,4.9,6.6,0.727,1.0,0.0,33.7,Low,80.2
36,12.1,0.5,4.0,1.3,102,185,1.1,4.4,5.4,25,8,2,5.3,5.8,0.091,0.446,3.1,120.5,Moderate,53.4
44,8.7,4.8,5.8,2.6,106,202,3.0,9.1,5.0,69,1,4,8.4,13.2,0.345,0.575,0.0,126.2,Moderate,73.0
40,11.2,5.9,5.5,3.9,179,47,2.8,4.5,5.6,66,8,7,9.4,15.3,0.25,0.5,3.0,183.7,High,55.0
19,1.6,0.3,3.0,4.4,103,349,1.9,7.4,6.3,5,6,2,7.4,7.7,1.0,1.0,0.1,137.9,Moderate,72.1
25,2.3,5.3,4.8,0.0,115,266,4.3,3.6,4.1,27,8,5,4.8,10.1,1.0,1.0,3.9,141.6,High,54.2
20,11.7,4.3,0.8,5.6,142,41,3.3,9.2,6.5,66,6,7,6.4,10.7,0.282,0.556,0.0,146.1,Moderate,69.3
24,2.1,0.8,5.9,1.0,187,115,3.6,3.4,4.0,12,3,9,6.9,7.7,1.0,1.0,4.1,198.5,Moderate,68.0
39,2.1,1.4,5.8,1.4,94,141,0.8,6.9,7.7,62,8,8,7.2,8.6,0.381,1.0,0.6,108.1,Low,86.6
18,1.2,4.5,1.0,1.6,67,269,4.4,8.5,6.0,12,5,9,2.6,7.1,1.0,1.0,0.0,93.9,Low,79.9
32,15.3,2.4,1.8,0.2,88,327,0.8,3.8,1.4,76,10,7,2.0,4.4,0.052,0.092,3.7,120.7,High,48.5
18,12.1,7.5,0.6,0.7,17,345,1.1,5.8,6.6,0,5,3,1.3,8.8,0.091,0.545,1.7,51.5,Moderate,55.5
31,6.3,6.5,1.6,5.9,168,156,0.6,3.3,4.4,39,7,1,7.5,14.0,0.095,0.698,4.2,183.6,Moderate,50.6
19,5.4,7.9,4.9,1.9,21,296,2.2,7.8,7.9,36,6,10,6.8,14.7,0.407,1.0,0.0,50.6,Low,80.7
33,6.2,2.1,2.3,0.7,158,339,4.4,5.2,5.8,30,9,7,3.0,5.1,0.71,0.935,2.3,191.9,Moderate,61.4
32,12.6,7.8,0.5,0.6,103,80,1.3,6.9,0.7,115,7,6,1.1,8.9,0.103,0.056,0.6,111.0,Moderate,52.4
22,10.9,3.4,2.1,4.3,199,269,1.9,9.5,3.2,16,3,2,6.4,9.8,0.174,0.294,0.0,225.9,High,56.1
39,3.8,2.8,5.9,5.1,100,114,4.2,5.1,4.1,8,5,1,11.0,13.8,1.0,1.0,2.4,111.4,High,59.0
38,3.6,0.4,3.8,1.5,42,315,3.1,3.3,6.7,108,9,10,5.3,5.7,0.861,1.0,4.2,73.5,Moderate,78.4
20,2.5,0.4,2.5,0.1,163,203,3.8,7.7,5.8,63,10,4,2.6,3.0,1.0,1.0,0.0,183.3,Moderate,68.8
27,10.9,5.5,1.0,1.3,109,279,1.1,8.5,3.0,56,2,4,2.3,7.8,0.101,0.275,0.0,136.9,Moderate,67.7
32,12.5,3.7,5.9,0.3,177,306,3.6,9.7,5.2,12,1,6,6.2,9.9,0.288,0.416,0.0,207.6,High,60.4
38,5.0,1.8,4.9,0.6,196,174,1.1,4.1,4.6,36,8,5,5.5,7.3,0.22,0.92,3.4,213.4,Moderate,63.3
28,1.3,4.9,1.7,2.6,24,205,4.9,5.7,1.0,13,8,9,4.3,9.2,1.0,0.769,1.8,44.5,Moderate,58.7
38,2.2,2.0,0.4,1.4,123,88,2.8,8.9,1.9,74,2,8,1.8,3.8,1.0,0.864,0.0,131.8,Low,83.5
40,15.5,4.6,0.3,3.1,138,345,3.5,8.6,2.7,24,8,9,3.4,8.0,0.226,0.174,0.0,172.5,High,49.9
18,5.4,2.9,0.7,1.5,20,280,0.6,7.4,1.6,94,5,10,2.2,5.1,0.111,0.296,0.1,48.0,Low,86.6
24,12.5,6.6,3.5,5.6,64,134,1.3,4.9,1.2,77,2,7,9.1,15.7,0.104,0.096,2.6,77.4,Moderate,60.7
32,10.4,6.6,5.6,5.4,11,27,0.7,5.0,0.5,56,7,9,11.0,17.6,0.067,0.048,2.5,13.7,High,60.4
32,6.7,3.8,3.0,3.4,74,284,2.0,3.9,7.0,70,7,3,6.4,10.2,0.299,1.0,3.6,102.4,High,67.3
35,4.1,2.8,5.1,2.1,181,290,1.4,9.5,2.3,87,3,9,7.2,10.0,0.341,0.561,0.0,210.0,Moderate,84.4
31,2.8,2.9,2.7,2.3,25,268,3.7,4.2,2.3,112,1,2,5.0,7.9,1.0,0.821,3.3,51.8,Moderate,68.2
40,10.2,6.4,4.3,2.5,159,124,0.5,7.0,1.6,99,4,9,6.8,13.2,0.049,0.157,0.5,171.4,Moderate,68.4
37,12.6,2.6,4.4,4.4,115,282,3.8,7.1,3.8,41,2,6,8.8,11.4,0.302,0.302,0.4,143.2,Moderate,64.3
28,10.7,1.7,1.0,2.7,155,243,0.2,5.6,4.1,41,4,4,3.7,5.4,0.019,0.383,1.9,179.3,Low,66.3
42,9.0,0.7,2.2,5.1,184,347,1.0,5.5,1.7,46,8,2,7.3,8.0,0.111,0.189,2.0,218.7,High,52.1
34,1.6,3.7,3.8,5.7,39,290,4.0,7.7,4.9,115,2,10,9.5,13.2,1.0,1.0,0.0,68.0,Moderate,90.7
32,15.5,3.9,0.4,2.0,19,184,3.7,5.7,5.8,43,1,3,2.4,6.3,0.239,0.374,1.8,37.4,Moderate,58.5
19,13.0,6.7,2.2,3.4,195,102,2.4,4.8,3.0,40,3,5,5.6,12.3,0.185,0.231,2.7,205.2,High,48.5
27,5.4,1.8,3.2,0.6,71,314,0.2,5.8,4.7,2,10,9,3.8,5.6,0.037,0.87,1.7,102.4,Moderate,69.7
44,15.7,3.0,6.0,1.2,94,153,3.0,8.7,4.0,110,7,7,7.2,10.2,0.191,0.255,0.0,109.3,Low,62.2
24,10.0,6.5,2.8,2.5,143,230,2.0,9.8,1.6,107,6,3,5.3,11.8,0.2,0.16,0.0,166.0,Moderate,56.3
34,9.7,6.6,4.9,1.2,76,332,1.6,7.5,5.8,89,6,4,6.1,12.7,0.165,0.598,0.0,109.2,Moderate,69.6
27,12.2,3.1,2.6,5.3,50,111,3.2,8.5,6.4,110,7,2,7.9,11.0,0.262,0.525,0.0,61.1,Moderate,65.6
24,13.2,3.7,4.8,0.9,180,146,2.2,6.7,5.2,89,8,8,5.7,9.4,0.167,0.394,0.8,194.6,Moderate,61.5
22,10.8,2.4,3.6,2.7,27,210,0.5,7.4,2.6,0,3,6,6.3,8.7,0.046,0.241,0.1,48.0,Moderate,68.2
43,2.9,7.5,5.3,3.6,67,178,4.6,9.9,7.4,78,3,3,8.9,16.4,1.0,1.0,0.0,84.8,Moderate,75.2
29,6.1,0.9,2.5,4.2,69,29,3.9,6.1,3.6,10,10,5,6.7,7.6,0.639,0.59,1.4,71.9,Moderate,56.5
35,14.9,7.5,3.6,2.3,97,126,0.3,3.5,2.1,100,8,5,5.9,13.4,0.02,0.141,4.0,109.6,Moderate,42.8
34,4.4,5.5,3.8,5.2,36,106,2.6,9.7,3.3,6,7,1,9.0,14.5,0.591,0.75,0.0,46.6,Moderate,60.0
41,6.6,4.3,2.5,3.4,77,86,0.4,8.6,5.5,11,10,5,5.9,10.2,0.061,0.833,0.0,85.6,Moderate,65.5
30,7.5,0.3,0.9,2.6,31,81,4.2,5.8,6.8,115,5,6,3.5,3.8,0.56,0.907,1.7,39.1,Low,77.9
31,7.6,3.8,0.6,0.4,161,165,3.1,9.9,2.9,37,4,10,1.0,4.8,0.408,0.382,0.0,177.5,Moderate,74.5
36,10.2,3.3,0.1,2.8,49,172,0.9,5.4,1.9,53,6,10,2.9,6.2,0.088,0.186,2.1,66.2,Low,72.3
20,15.1,1.3,5.2,4.9,118,126,0.1,5.6,5.0,66,9,2,10.1,11.4,0.007,0.331,1.9,130.6,Moderate,53.2
18,4.6,5.3,1.4,3.7,83,167,0.2,7.3,7.4,105,6,3,5.1,10.4,0.043,1.0,0.2,99.7,Moderate,78.6
27,2.8,7.8,1.3,5.0,75,205,2.5,4.9,1.5,52,8,10,6.3,14.1,0.893,0.536,2.6,95.5,Moderate,64.6
40,4.0,4.5,4.4,3.0,177,197,3.7,7.9,6.4,89,1,5,7.4,11.9,0.925,1.0,0.0,196.7,Moderate,78.8
35,14.3,5.7,1.9,0.7,15,285,0.6,4.1,3.8,117,6,3,2.6,8.3,0.042,0.266,3.4,43.5,Moderate,54.3
42,10.7,0.5,3.0,0.1,121,168,1.1,3.8,6.4,93,2,5,3.1,3.6,0.103,0.598,3.7,137.8,Moderate,72.3
36,5.3,3.3,1.0,1.8,27,266,1.6,6.7,4.0,31,3,5,2.8,6.1,0.302,0.755,0.8,53.6,Low,78.5
19,13.2,0.9,5.8,4.2,90,273,1.1,6.9,3.0,99,6,8,10.0,10.9,0.083,0.227,0.6,117.3,Moderate,70.8
36,13.9,4.9,5.1,4.7,111,48,2.0,3.7,5.6,44,2,10,9.8,14.7,0.144,0.403,3.8,115.8,Moderate,66.0
38,13.7,7.5,5.2,1.8,119,285,2.8,9.7,7.2,50,4,9,7.0,14.5,0.204,0.526,0.0,147.5,Moderate,69.2
31,14.8,5.3,2.4,3.0,39,32,3.4,7.0,2.6,36,6,8,5.4,10.7,0.23,0.176,0.5,42.2,Moderate,56.7
40,4.8,0.6,4.6,2.5,131,66,4.8,4.1,3.7,118,5,3,7.1,7.7,1.0,0.771,3.4,137.6,Moderate,64.3
22,12.3,2.8,0.9,2.5,158,170,4.7,5.2,1.8,58,6,1,3.4,6.2,0.382,0.146,2.3,175.0,High,43.8
28,7.9,4.4,0.1,1.4,71,69,2.9,8.6,1.5,53,6,3,1.5,5.9,0.367,0.19,0.0,77.9,Moderate,63.2
36,13.6,3.2,0.1,0.8,147,234,3.7,6.7,6.2,17,8,1,0.9,4.1,0.272,0.456,0.8,170.4,High,45.0
25,11.9,6.7,3.5,1.2,129,151,4.8,4.3,1.6,0,9,9,4.7,11.4,0.403,0.134,3.2,144.1,High,34.9
41,12.6,6.5,2.7,0.3,116,132,0.4,3.7,6.3,116,5,3,3.0,9.5,0.032,0.5,3.8,129.2,High,58.0
22,10.8,4.9,3.1,1.2,150,271,0.0,6.0,3.4,20,6,8,4.3,9.2,0.0,0.315,1.5,177.1,Moderate,60.2
29,3.7,3.0,0.0,0.1,85,72,0.1,5.4,8.0,27,6,6,0.1,3.1,0.027,1.0,2.1,92.2,Low,78.6
41,9.2,2.0,2.5,3.8,18,149,2.8,7.6,1.6,111,6,3,6.3,8.3,0.304,0.174,0.0,32.9,Moderate,66.5
20,15.8,0.8,4.3,1.9,48,343,3.8,9.5,0.7,15,2,9,6.2,7.0,0.241,0.044,0.0,82.3,Moderate,59.9
18,15.1,2.8,2.7,5.8,33,212,1.8,4.7,0.6,47,4,8,8.5,11.3,0.119,0.04,2.8,54.2,High,60.2
38,1.6,3.3,4.4,1.2,134,98,2.7,9.0,6.7,27,1,3,5.6,8.9,1.0,1.0,0.0,143.8,Moderate,77.0
44,3.5,5.4,1.4,2.1,127,76,2.6,9.4,3.5,21,1,7,3.5,8.9,0.743,1.0,0.0,134.6,Low,74.5
26,3.0,5.3,4.9,2.1,43,116,0.5,9.3,0.0,82,1,5,7.0,12.3,0.167,0.0,0.0,54.6,Moderate,77.5
26,11.9,0.6,3.5,0.1,70,217,1.6,9.7,7.0,111,7,2,3.6,4.2,0.134,0.588,0.0,91.7,Low,70.0
33,13.3,3.2,1.3,5.0,178,154,0.1,8.9,7.0,0,1,8,6.3,9.5,0.008,0.526,0.0,193.4,Low,67.8
30,4.2,1.5,1.4,0.2,142,166,0.6,7.2,6.5,94,6,1,1.6,3.1,0.143,1.0,0.3,158.6,Low,78.0
27,8.6,1.3,3.8,5.6,88,191,4.1,5.9,2.0,115,2,4,9.4,10.7,0.477,0.233,1.6,107.1,Moderate,65.8
24,13.6,6.6,5.0,5.4,59,82,4.1,6.4,3.0,115,6,4,10.4,17.0,0.301,0.221,1.1,67.2,High,51.9
25,12.0,0.3,2.5,3.2,141,84,4.0,9.1,6.0,41,6,10,5.7,6.0,0.333,0.5,0.0,149.4,Moderate,72.6
41,9.1,3.4,1.5,3.3,60,314,3.6,5.1,3.9,97,3,5,4.8,8.2,0.396,0.429,2.4,91.4,Low,69.0
27,9.9,1.3,5.2,3.9,61,230,4.0,4.1,1.2,109,8,4,9.1,10.4,0.404,0.121,3.4,84.0,High,52.2
32,8.6,7.0,4.0,2.3,131,128,3.4,4.0,1.9,103,4,1,6.3,13.3,0.395,0.221,3.5,143.8,High,49.0
